,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
34,3.502751541148728,3.19637815782993,4.238953885533193,6.079368060588269,3.6077378101149664,4.332196052199078,4.441772392324313,3.533224865709234,0.14475396712540572,3.4175189463226467,3.454498134532002,3.55628144710192,-1.4419055728708343,3.3419289419427742,3.5619510062175106,3.4081345783138097,3.398613565153737,3.325044554906011,1.7036368786527814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,4.820032289302885,0.0017075588750602852,2.0699768795487605,5.015237716763757,3.586946703292547,-0.12542596209569432,4.800796756626259,-0.27518684039882985,2.3851613404166296,4.792334553796537,4.737557254529339,0.04210709773045712,4.867176588838854,4.8812517605816925,5.634823277245539,4.866204165107094,4.947715273166015,4.3789017299820445,4.9073431324297685,4.894608047674763,5.028358413999997,6.603786242916384,4.814850956794716,6.205123667593243,-0.20648736075503743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,2.618038658762762,-0.118833459439235,2.5507077261764524,2.4359395103229864,2.56030254789982,3.1598679820423343,2.527153203341375,2.773953364342484,6.461639030308601,2.4129460046359794,2.5710350323576456,2.6529769451347125,2.513089737523216,2.6509687929961774,2.438424323577681,2.502479576844592,2.562824967169238,2.5370176179349535,-0.04925812610426123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,2.9274686737616733,0.08724804890357098,5.763653402133602,-0.26037557718479964,4.5915081069432055,-0.0817461319787825,2.8805404211730967,2.994343882720018,2.8871866681955596,-0.32121757166373455,-0.022541700388715877,0.0854323438651245,2.846654501342023,2.6351872729718524,2.916872279097116,2.682015484820104,3.1172442491327956,2.6704313338312367,2.9503328726693003,4.888308680790157,2.864673553321327,2.9770795892189543,5.284099637207719,2.9369577642483593,6.968099002774738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,2.1787813164493,1.577470176773129,0.0702398459633257,1.353272201109826,2.810043428267434,2.3294991182110945,2.4960198658758075,2.3124876522210225,0.27290409388794024,3.1959534072397835,2.2671797175601798,2.088437596563527,-2.5271481384351717,2.304973829537452,2.229743799423426,2.2608123227179537,2.1399715431771478,2.909205642976497,2.191559770128846,2.051151173849499,0.029192106704143538,0.5445374671989793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,4.965847231162848,0.04783484402402141,0.021479180890849412,0.01588772160161181,1.1167891535294494,3.934127189997877,3.8344651749679795,3.370066894014274,3.340935275927591,-0.5691771544011743,0.07056088206268911,-0.15084294642061533,3.3774661881568586,-0.12748643491387684,4.089613504186113,-0.1192767733641386,4.10396073981246,3.692120213177085,3.6928262148700424,3.640394219045132,6.084670239123544,5.102929829079365,5.112700354233987,3.556453397350444,5.688291315281041,4.28447851983166,3.816957014999498,3.6782796018906914,1.6217278494819671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,4.793640226265168,3.043882478913547,-0.05325759778956524,0.023042907230877624,3.387708739931888,4.117702240360784,0.18834372303192662,3.9661147954673277,4.589942895278533,4.002237549191274,4.143436760285115,3.8538774838563126,-0.09438106104149817,4.4327141484599,3.7297070633459133,4.321303551910032,3.8894999826277497,3.9074139007584465,3.9183419557585077,4.327105599312277,4.014536804109303,4.528205959942755,3.7163281850145204,3.9503256200560894,4.792914527421162,4.05121763286176,-0.051448735843238544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,1.1605019350052754,5.85224198070793,0.32090520785603527,0.09163865343942276,0.30407387512424056,0.12914422475001305,1.7024698990804534,1.4227802466903858,1.4805403151413143,-0.9466170957383762,1.457260851666431,1.5620904138628573,1.7081367922288706,-0.24826952464956617,1.7116096886910266,1.9562263412322214,1.4015156053771667,1.5935741377882302,1.5860132424632054,1.4752013977868426,3.805701147713695,3.6286508686634322,1.6054707983707708,1.8954796675955754,1.7788435045585398,2.451805759881785,1.581977452236623,1.6357694226638793,1.7492712516233913,2.8988060681812975,-1.293856613426978,0.5287511231564704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,5.255282206643876,1.1076748576667108,5.781276710319388,0.7812903800207234,4.604895793375232,5.342539221042269,5.241622638269831,1.1433800181354374,5.192939203370825,5.104330280542887,5.086971675724358,5.193901419993117,5.097844358344282,5.117287996255893,5.127890743890861,6.248943426400896,0.5783260529472979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,4.912802197627251,0.7082766207835564,-0.24714777656271705,-0.19690717400878793,5.277794303645826,0.14509582634963952,-0.32796559309714574,-0.11933750870077113,-1.0245100988179847,0.6189260961037468,0.28719784861330333,5.102779076868047,4.207225465363106,4.113556037557619,6.6877027837039655,4.804980434581082,4.8321698332103304,4.874216958310749,4.9512361421939985,5.663345162610929,4.831193994696518,6.651104617309959,5.564743260834408,4.683798171112992,5.001701815480828,6.560669153824629,4.710621474245038,4.866272109590333,1.0392189329715775,0.002795916161528328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
