gen,best_J,mean_J,std_J,V_SoC,V_occ,V_grid,diversity
0,-0.007691474366172214,1.2014869929934933,2.3006102510438344,0.0,0.0,0.0,0.0
1,-0.007691474366172214,0.19006591989392616,0.18801322444702864,0.0,0.0,0.0,145.66802987486238
2,-0.013296668893397798,0.04255634541944872,0.06446996246711016,0.04714208382382006,0.0,0.41945049148633373,120.30511700929178
3,-0.013296668893397798,0.0019254988626446862,0.012834881636747508,0.04714208382382006,0.0,0.41945049148633373,113.83240249930373
4,-0.014521305619282998,-0.004780448803552057,0.004205543856835768,0.0,0.0,0.0,100.15785178472592
5,-0.014521305619282998,-0.0009347629491754908,0.027003633355379305,0.0,0.0,0.0,88.49359533864998
6,-0.0157987490654162,-0.008942529448506329,0.0028807868098515094,0.0,0.0,0.0,84.09135790704536
7,-0.0157987490654162,-0.009575550785139214,0.006473100232587321,0.0,0.0,0.0,90.04562648317344
8,-0.0157987490654162,-0.010410021552103776,0.00822018266169788,0.0,0.0,0.0,87.03216323579218
9,-0.01610206166782896,-0.012191627910291316,0.007640610579083398,0.0,0.0,0.0,75.15656525760349
10,-0.017880976038707766,-0.00891566350191854,0.017236021170247723,0.0,0.0,0.0,81.72273727403804
11,-0.01810967080391685,-0.01096249991847528,0.014131579817605497,0.0,0.0,0.0,79.91832454520893
12,-0.018817884291265484,-0.015616983136782458,0.0028572795529982144,0.0,0.0,0.0,74.4391003626443
13,-0.019337628985586088,-0.012730929000026394,0.014622674745805435,0.0,0.0,0.0,72.728711631249
14,-0.020216734732324167,-0.01454610858667166,0.01269432982402211,0.0,0.0,0.0,70.73620714626088
15,-0.02088942075993451,-0.01559315156359321,0.01145010272200961,0.0,0.0,0.0,68.9658430839244
16,-0.021515818895501276,-0.01624939681571137,0.012580933568086487,0.0,0.0,0.0,66.9475927600917
17,-0.021515818895501276,-0.014509267974414167,0.01697587856184621,0.0,0.0,0.0,66.40922695326482
18,-0.022477125936381126,-0.01668409278792536,0.013406152545596508,0.0,0.0,0.0,68.33297125857851
19,-0.022477125936381126,-0.0121984296468377,0.02169198419189044,0.0,0.0,0.0,62.858886453162334
20,-0.022478053693304294,-0.019640587470974847,0.007536806699567389,0.0,0.0,0.0,62.96255929848206
21,-0.023308719441473516,-0.019312760926975973,0.01032227599296768,0.0,0.0,0.0,65.92691897330052
22,-0.02365301760182447,-0.017880758506072607,0.014902009663090538,0.0,0.0,0.0,66.7791942217966
23,-0.02411769927335907,-0.016886669704402155,0.019635620310990226,0.0,0.0,0.0,61.12876393001577
24,-0.02414855490701634,-0.0186247434898773,0.015314981741230357,0.0,0.0,0.0,58.40737506153927
25,-0.02446912923822399,-0.01552200065703995,0.02098234743326665,0.0,0.0,0.0,55.793571839961864
26,-0.024619749984014942,-0.01766983635171733,0.018475343579438697,0.0,0.0,0.0,47.398939085446194
27,-0.025085578704998203,-0.02212615224873943,0.00810049407226101,0.0,0.0,0.0,53.56651974810234
28,-0.025085578704998203,-0.01965441510200411,0.016294157747334084,0.0,0.0,0.0,46.15165484967246
29,-0.025374219569642545,-0.024080918723427033,0.0016027753703871902,0.0,0.0,0.0,32.98994635432606
30,-0.02587837438065524,-0.024151330537945763,0.0024486314995229744,0.0,0.0,0.0,31.806634715421122
