,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
73,0.0,7.0,7.0,7.0,7.0,7.0,1.9748562434694128,0.2013230659913247,-0.5656177708748762,0.07187566106019229,-0.9854073116670287,-0.0366400785698422,-0.6804202344135408,-0.04199440175205088,-0.00506347837211167,0.05634629305946402,-0.29364008083527393,0.22392086946484493,0.021257384336169922,0.03433062215560241,0.14740803325846555,1.3259539209928797,0.41948647638353975,-0.05107967319776259,0.06134757014913622,0.4543757956999278,0.8627349034823096,0.5195825442447407,1.0870868263195463,0.7585432105166363,0.567975718048748,0.5980198180078083,0.5242656182025579,0.639763753661316,1.3145498602920693,0.5707882716347062,0.009142543410313841,1.3231382290669327,1.7581914121025293,0.42659619969064966,-0.29521945637242786,0.5479109534197768,0.6733610870668456,3.322650829044916,0.01923699234314723,0.15995770882127705,-0.0920602516692366,0.003164322326377483
144,0.0,0.0,0.0,10.946665650432907,10.783030557195413,10.797309926812565,10.790156881300902,10.948001172741968,10.948004782161837,10.691826968666607,8.40370832387596,8.979800385238555,6.6600253576690305,-0.1860770535986257,2.0298421731146554,0.1400974921151368,0.6272490282302032,0.17349367830875334,-0.022506640460753104,1.92320143478817,-0.04527669167272527,1.4299068580230654,-0.2749547488775994,1.9487849856339494,-0.062206425473503364,0.6351904705292551,-0.006241372978417524,2.544250875767261,1.0835596935740992,4.0154736956271755,5.253807288572655,2.6203078922461596,2.7026069768052707,2.192205894404206,3.0768286513701937,2.723127352488684,1.9436620678477612,4.31962020036638,5.122700850059163,2.9074027696745044,2.491079496041975,2.5359121287554154,3.581827050001917,2.1463421474615614,0.09847339718175184,-0.08282330628744124,1.3153342405616317,2.457267443702357
187,0.0,0.0,0.0,10.410269828584953,10.531252175406982,10.65776218896766,4.689776203140081,1.0837494420857363,0.09022189726864825,-4.435863560592487,-0.06257697402011565,0.3850094942806776,-0.03440479965419652,0.056364516659071016,0.8130888729304862,-0.842734344042428,-0.006210276865173342,0.0005685350711650776,0.0741134628954614,0.04188599756695345,0.5462526215753162,1.6454563375495823,0.07665466048736148,0.09699989512162185,0.1622304912873937,5.1832251808353895,-0.03348094495565372,0.835362311212822,0.20842392152401987,0.6035942462324483,0.38997729742389564,0.34605031663154756,0.30612924439971745,0.37043819549009344,0.4028757607996033,0.45090755769051244,0.5278230131239896,0.3610000357620177,0.4809768587461796,0.9533967758060473,0.6409845651361764,-0.6698218013761501,0.29364454263788253,1.6316661164255706,-0.7178331567984019,0.08147709701897708,-0.021189175814599455,0.1545053763431711
209,0.0,0.0,0.0,11.0,10.648064221051127,9.94003944430645,10.270922603650721,10.186682552234592,0.14497670566984758,0.3002471304212575,-0.05469122283658194,-2.850796321562483,-2.827786940805479,-0.5811586228219501,-0.047668832440950486,-0.22627963557367795,3.8422673652036425,0.2661482560541389,0.05476497098050919,0.4734606447775683,2.0941866903507242,0.01125741094755741,1.8263399032965577,0.4196977748335876,0.19001542836476715,-0.09284101881636896,0.2816170512048154,1.2563670904127788,1.1523212729388608,0.8612042424934699,1.790227328730029,1.2453243752503493,0.0414313987190832,1.768616647429451,1.1162987251747727,0.940126426828368,-1.6962355412049643,0.8189787020919275,0.7447766284371145,0.7770317674179719,4.150175353606325,0.8931611082481221,1.9132158975373998,0.9713623922469431,0.06844940428633467,-0.11084164302298682,0.06012060283903899,-0.04357773895075658
259,0.0,0.0,0.0,6.846067656835225,6.8312088090302945,6.832064478832611,6.623057740956882,6.8978306681457555,6.076848653808037,5.170459032989788,0.10328248060434235,0.08825270165844862,-0.32163040040896185,0.045911040074487444,0.2601739786010963,0.0022299518542146634,-0.051320893648554265,1.8596608183517396,-0.011106919701974352,-0.1686361160742137,-0.5008355566142075,0.05338950888375156,0.9959468632330317,-0.029447022852917396,0.5057708870170038,0.6935785101666107,-0.08873144961724239,0.6997891536404846,0.97054995976446,1.0900919870959278,0.9666491415765011,0.9332234371340955,0.37225857481963637,1.7763671810905686,1.5165722831838184,0.837064992745698,0.9755888448071084,0.8534474507056308,1.8592986529895512,0.39560364017686445,0.8508088329603744,0.8836254600510817,1.4451100503952519,1.8101291392787238,0.040500948698610956,0.6819779943539483,1.6061850620312705,-0.4788682096248339
47,0.0,0.0,0.0,0.0,3.6,3.6,3.6,3.6,3.6,3.4769032925992303,3.283406212416695,2.5050056544039023,2.6407282267940744,0.7412730337016569,0.49818945846150126,-0.028439093696966348,-0.03494436655230903,-0.016209277138748538,0.5041839193502257,0.032814863945479035,0.3148999821709128,-0.04035376957547433,0.01747220840888139,1.4533759853490769,0.24358113786973715,1.0678909115917719,-0.02593596419653098,0.6801005678837251,0.6585902683983295,0.5805579520384255,0.2839608871336554,0.6174031047708735,0.5657626924097148,0.4237067829485513,1.31395830581191,0.9193947453748208,0.5827811454927453,0.12037645248258157,0.8707342088003137,0.5286144407083301,2.3457979776781652,0.60448993368642,0.6489498399546215,0.6540436187086417,0.7108708161867113,0.06657528135840136,0.009838772652785915,-0.2563502103828384
108,0.0,0.0,0.0,0.0,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,2.541014716226093,0.8364035415371169,0.007607956582303016,0.05503636115055818,0.2414681669320118,1.5603940916739545,-0.2322310703705515,1.8301271617004737,-0.39247880298021515,0.023764064145697376,0.025052778884540553,0.473817726209197,-0.002418640246266397,0.8738034156655193,0.8679460014020306,0.6148817687242165,0.10469971754311289,0.9927208957747203,0.8562617307911126,0.7833911238550975,1.0306978396106148,0.6530396146463218,-0.2957378633905886,0.014827115270294016,0.990132280057883,0.6287458387090662,0.8413945386786977,0.9524844965123292,0.8530566497856864,0.8839632462190279,0.7907398842883727,0.2256240751739425,0.0496662820344705,1.624103297203164
252,0.0,0.0,0.0,0.0,10.664095283290951,10.476366344765685,9.294176026709803,10.425394324769892,-0.5006135623482846,-1.120600256235861,-0.1698561967036204,-2.004863197769689,0.04364427166479781,-0.10478613936278365,-0.0037079202227900342,0.051799501169041,0.36014540392835515,2.1682685078508888,0.3082537436987691,-0.7727025316429834,0.024514719254271906,-0.041503946806258886,-0.013502743858908112,0.0573288269242815,-0.7556055295905402,0.4793203416235668,0.12992465043533702,-0.14242943830868185,2.0514232402121433,0.5326042761222681,0.894683122349818,0.3321471300264576,0.5588128973635688,-2.4795438872969773,0.43447769914269596,0.6535697217648392,0.6938343982596595,-0.07219005316192825,1.5007668978362747,2.4250903126503682,1.7756464579324458,2.25166783419668,0.3920740118635786,5.039876323319372,2.963250913612123,0.07976190803796739,-0.06062912019799939,0.059615432731412496
175,0.0,0.0,0.0,0.0,0.0,21.762535579979826,17.520541963164845,17.499313136746782,2.9065532896297794,-0.12322462453642366,-5.19613954271693,-0.05141327054198483,-1.9455054876887645,-0.001527619892752407,-0.017458658240162864,-1.7590147612879536,4.4855848016586215,4.826735151306659,2.5356673110453434,-0.10942813785287824,-0.5448634150524612,3.701671420843225,0.5619216733490898,1.1544272144463614,2.9914448093302526,2.1561152104691614,1.7412835126260306,2.346248682556761,4.152860031350772,0.340282870665551,3.314932312908277,6.078927648666487,2.9616885214828232,2.7863969144404184,0.9721261449929911,1.1420058106741853,0.7885259847996668,-0.1149007943703873,1.8543755061268354,2.343218520435095,1.3728432601300762,0.13412483859610178,0.9417452376913801,3.928539948981052,0.7062864951366244,-0.08108720934242576,6.947303661812567,0.10833605547944304
78,0.0,0.0,0.0,0.0,0.0,0.0,13.57122511863272,7.234776934702378,-2.627265966229048,-1.8829888130408605,0.018994231023488684,-3.185619130900484,-0.051441039155614904,0.04180689935011973,0.04505363173592586,0.072570977809678,0.015291292435881442,0.015921555471649296,-0.7524777567038387,-1.06713848204912,3.9419310187125727,0.4535025263787719,-0.016432442107909034,0.012449410299611798,5.634583573806324,3.383065682210729,0.16816834448117013,0.05176391800843151,0.3882422971324888,0.5948394203430086,2.4500005210595726,0.6165860972474032,6.491056572371888,4.265641749807614,0.7253281645195461,1.240467075239694,0.5689491638043342,3.066533419084294,0.009691054818349717,1.8697640455930515,1.659811782448801,1.5920846136835665,4.284667627824754,0.1480134685543295,0.1523407138931393,0.01901467579770075,0.38278260375954354,0.46844344814434064
