gen,best_J,mean_J,std_J,V_SoC,V_occ,V_grid,diversity
0,0.7775946304382494,20.030919029217475,6.63357967871722,0.6555768289983099,0.0,42.93198115070677,0.0
1,0.7775946304382494,14.41546853728799,5.392463832280898,0.6555768289983099,0.0,42.93198115070677,183.36350966273378
2,0.7775946304382494,8.192972693974442,4.225187356493411,0.6555768289983099,0.0,42.93198115070677,139.3299546719753
3,0.7775946304382494,3.9371145016298823,2.272710162221298,0.6555768289983099,0.0,42.93198115070677,106.32526429091966
4,0.7775946304382494,2.2873059019589514,0.8138886517028407,0.6555768289983099,0.0,42.93198115070677,95.71158972440597
5,0.7775946304382494,1.7302724147038702,0.3245184837552043,0.6555768289983099,0.0,42.93198115070677,67.98070081457107
6,0.7775946304382494,1.5099752053519127,0.23182131158360209,0.6555768289983099,0.0,42.93198115070677,57.80151693283899
7,0.7775946304382494,1.3812108776910719,0.20594365060861222,0.6555768289983099,0.0,42.93198115070677,52.2034965302916
8,0.7775946304382494,1.2890965187114785,0.17973993645589373,0.6555768289983099,0.0,42.93198115070677,49.730590432272
9,0.7775946304382494,1.1926106505820286,0.1498120566002644,0.6555768289983099,0.0,42.93198115070677,39.354667863121755
10,0.7775946304382494,1.0829385116639518,0.11185589513598326,0.6555768289983099,0.0,42.93198115070677,33.09935973210689
11,0.7775946304382494,1.0286697356641166,0.08819932615887022,0.6555768289983099,0.0,42.93198115070677,28.81018089410419
12,0.7775946304382494,0.9930753363696012,0.07142232305720701,0.6555768289983099,0.0,42.93198115070677,24.39434091084928
13,0.7775946304382494,0.9567663653561165,0.0608191634894207,0.6555768289983099,0.0,42.93198115070677,20.822189436949234
14,0.7775946304382494,0.9291747825876082,0.05625804895124387,0.6555768289983099,0.0,42.93198115070677,20.069641918571005
15,0.7775946304382494,0.898893382708902,0.050781439906571677,0.6555768289983099,0.0,42.93198115070677,14.935782423719642
16,0.7775946304382494,0.8720918069533157,0.041463359154752806,0.6555768289983099,0.0,42.93198115070677,13.008080849448824
17,0.7775946304382494,0.8582512979013763,0.03407575354601994,0.6555768289983099,0.0,42.93198115070677,13.280587283080449
18,0.7685081894462811,0.8452218225132185,0.03014300502264825,0.8091708190494756,0.0,42.24547010955108,12.59775691171584
19,0.7685081894462811,0.8328305432715817,0.02363901428733061,0.8091708190494756,0.0,42.24547010955108,10.295450162600497
20,0.7685081894462811,0.8295160424328661,0.02081823314829318,0.8091708190494756,0.0,42.24547010955108,11.255232548236094
21,0.7685081894462811,0.8279365761557045,0.020382540797584742,0.8091708190494756,0.0,42.24547010955108,10.571263087176312
22,0.7685081894462811,0.8244912782487493,0.019811181060232556,0.8091708190494756,0.0,42.24547010955108,11.843801084880939
23,0.7685081894462811,0.8264164415168928,0.024058352460175295,0.8091708190494756,0.0,42.24547010955108,13.30450952283503
24,0.7685081894462811,0.8240863097492398,0.02241548917351675,0.8091708190494756,0.0,42.24547010955108,11.456084767433431
25,0.7685081894462811,0.8177886181773436,0.020825622365455414,0.8091708190494756,0.0,42.24547010955108,11.095887976337906
26,0.7685081894462811,0.8188685546499567,0.021176646042563488,0.8091708190494756,0.0,42.24547010955108,13.375886189566645
27,0.7664675695875064,0.8162718442773195,0.019641074464414446,0.6235611790989798,0.0,42.3252370949179,12.982417544441152
28,0.7664675695875064,0.8169180609622355,0.0208866686066987,0.6235611790989798,0.0,42.3252370949179,12.793684053985677
29,0.7455174357641527,0.8178973970031085,0.019701065395394495,0.585140827499977,0.0,41.15215885492162,13.028820896938944
30,0.7455174357641527,0.8172755746217206,0.0233892322775945,0.585140827499977,0.0,41.15215885492162,14.211392331857583
31,0.7455174357641527,0.8184805865367466,0.025446467981825552,0.585140827499977,0.0,41.15215885492162,13.226475866585368
32,0.7455174357641527,0.8166624750097555,0.02643619943076424,0.585140827499977,0.0,41.15215885492162,14.8266020835296
33,0.7455174357641527,0.8123586157098667,0.027673388449577313,0.585140827499977,0.0,41.15215885492162,13.247586656805357
34,0.7455174357641527,0.806393492826804,0.028950389797569875,0.585140827499977,0.0,41.15215885492162,13.356274678861801
35,0.7383636200169063,0.7965420686531991,0.026810996671790953,0.6409430751089223,0.0,40.68501436277101,10.241981271736774
36,0.7383636200169063,0.7940472422877111,0.023303763751458564,0.6409430751089223,0.0,40.68501436277101,10.644034485357295
37,0.7383636200169063,0.7909557159066114,0.021610525564692413,0.6409430751089223,0.0,40.68501436277101,10.01301437612459
38,0.7383636200169063,0.7878389717372823,0.020566760760998105,0.6409430751089223,0.0,40.68501436277101,7.786810834138801
39,0.7383636200169063,0.786753204221182,0.018791065340572507,0.6409430751089223,0.0,40.68501436277101,10.146574297413629
40,0.7383636200169063,0.7855877976733355,0.01644039432820847,0.6409430751089223,0.0,40.68501436277101,9.78797743110871
41,0.7380098241420658,0.7862403302399131,0.020388148579947675,0.6123216987896274,0.0,40.6948002808343,10.960368269962668
42,0.7380098241420658,0.7799858965729993,0.020598189487962302,0.6123216987896274,0.0,40.6948002808343,10.994753005520607
43,0.7380098241420658,0.7755407234450178,0.01803285255738856,0.6123216987896274,0.0,40.6948002808343,9.99431161750495
44,0.7380098241420658,0.7714928306676992,0.019648228303794923,0.6123216987896274,0.0,40.6948002808343,10.003404446100891
45,0.7234336218446702,0.7672425449245978,0.018928786297316487,0.5899327830638673,0.0,39.87714033791171,9.976352444471633
46,0.7234336218446702,0.7663062670991607,0.01860205837304532,0.5899327830638673,0.0,39.87714033791171,10.38794927155887
47,0.7234336218446702,0.7675933241746665,0.01899944311911715,0.5899327830638673,0.0,39.87714033791171,11.377172492635825
48,0.7208813028295156,0.7682164141429292,0.019402104579132752,0.9089196888201778,0.0,39.40456616383812,10.905672561789734
49,0.7150408862757932,0.7717649262785681,0.0231107338017838,0.69022442176016,0.0,39.304138600908246,13.700520892878291
50,0.7150408862757932,0.7737087508404632,0.025307135188304467,0.69022442176016,0.0,39.304138600908246,14.901513088271788
51,0.7150408862757932,0.7752486836200437,0.025630042801120054,0.69022442176016,0.0,39.304138600908246,15.255127705180394
52,0.7150408862757932,0.7766677947953516,0.028684818966456877,0.69022442176016,0.0,39.304138600908246,15.336043334497885
53,0.7150408862757932,0.7700694364390072,0.024568947420564376,0.69022442176016,0.0,39.304138600908246,12.970197946564364
54,0.7150408862757932,0.7690741014385136,0.0254135791610914,0.69022442176016,0.0,39.304138600908246,12.949802215974126
55,0.7114464158582003,0.7689872261450229,0.025037250491342606,0.5357627368978529,0.0,39.24394886963637,14.55472472471491
56,0.7039980474235455,0.7681727852409641,0.027471605047745224,0.7302499267005141,0.0,38.6279347213831,12.865749033029342
57,0.7039980474235455,0.7633373988942581,0.02459560088629361,0.7302499267005141,0.0,38.6279347213831,13.821928662315996
58,0.7039980474235455,0.7605824493520704,0.020245163999649048,0.7302499267005141,0.0,38.6279347213831,12.13507637104682
59,0.7039980474235455,0.7606294785585639,0.021476908267667145,0.7302499267005141,0.0,38.6279347213831,12.06000719799384
60,0.7039980474235455,0.7602271409326975,0.02491024087722677,0.7302499267005141,0.0,38.6279347213831,12.81834161929175
61,0.7039980474235455,0.7590627969648975,0.023726301829482946,0.7302499267005141,0.0,38.6279347213831,11.718353151302338
62,0.7039980474235455,0.7544759185074537,0.021492520884346434,0.7302499267005141,0.0,38.6279347213831,11.055775346730664
